ID,Code,Day,Month,Year,Addressed from (Actual) ,Reg. Place written,Reg. Place written city,Reg. Place written country,"Reg. Place written, second city",Autograph or Typed,PhysDes,initialed or signed,phys descr detail,PhysDes notes,leaves,sides,Envelope,Postmark (Actual),Addressed to (Actual),Reg. recipient,Reg place sent,Reg. PlaceSent City,Reg. PlaceSent Country,Additional,Repository,Public?,Collection,Repository information,Second Repository,SECOND PUBLIC?,OwnerRights,PrimaryLang,File,Sender,PlacePrevPubl,Verified
5591,SABE 09-12-58 RIRO,9,12,58,"6 RUE DES FAVORITES, PARIS 15ME",6 Rue des Favorites,Paris,France,,T,L,S,,,1,1,,,RICHARD ROUD,RICHARD ROUD,LONDON,,,,SMOLENS,,,,,,Beckett,English,ROUD,Samuel Beckett,,
5592,SABE 21-11-60 MAHU,21,11,60,PARIS,,Paris,France,,A,C,S,,,1,1,E,"22-11-60, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.4,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5593,SABE 19-12-57 ELTO,19,12,57,USSY SUR MARNE,,Ussy-sur-Marne,France,,A,C,S,,,1,1,,,ELMAR TOPHOVEN,ELMAR TOPHOVEN,"ISSY-LES MOLINEAUX, FRANCE",,,,Tophoven,private,,,,,Beckett,French,TOPHOVEN,Samuel Beckett,,
5594,SABE 22-02-62 MAHU,22,2,62,PARIS,,Paris,France,,A,L,S,,,1,2,E,"23/2/62, LA FERTÉ-SOUS-JOUARRE",MARY HUTCHINSON,MARY HUTCHINSON,"21 HYDE PARK SQUARE, LONDON W2, ANGLETERRE",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.5,,,Beckett,English,HUTCHINSON,Samuel Beckett,"The Letters of Samuel Beckett, Volume 3: 468-469.",
5595,SABE 22-04-69 MAHU,22,4,69,USSY SUR MARNE,,Ussy-sur-Marne,France,,A,L,S,,,1,1,E,"22-4-69, LA FERTÉ-SOUS-JOUARRE",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.7,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5596,SABE 22-05-64 MAHU,22,5,64,PARIS,,Paris,France,,A,L,S,,,1,1,E,"22-5-64, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.6,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5598,SABE 22-10-68 MAHU,22,10,68,PARIS,,Paris,France,,A,C,S,,,1,2,E,"22-10-68, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.7,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5599,SABE 22-11-57 MAHU,22,11,57,USSY SUR MARNE,,Ussy-sur-Marne,France,,A,L,S,,,1,1,E,"22-11-57, LA FERÉ-SOUS-JOUARRE",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.4,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5600,SABE 22-12-59 MAHU,22,12,59,USSY SUR MARNE,,Ussy-sur-Marne,France,,A,L,S,,,1,1,E,23-12-59 LA FERTÉ-SOUS-JOUARRE,MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.4,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5601,SABE 22-12-70 MAHU [b],22,12,70,Paris,,Paris,France,,A,C,S,,,1,1,E,22-12-70 P,Mary Hutchinson,Mary Hutchinson,59 Rue de Grenelle,Paris,France,,University of Reading,public,Beckett International Foundation,"uor, bif, ms 2780",,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5602,SABE 23-01-57 MAHU,23,1,57,PARIS,,Paris,France,,A,L,S,,,1,1,E,24-1-57 PARIS,MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.4,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5603,SABE 23-04-60 MAHU,23,4,60,USSY SUR MARNE,,Ussy-sur-Marne,France,,A,L,S,,,1,1,E,"23-4-60, LA FERTÉ-SOUS-JOUARRE",MARY HUTCHINSON,MARY HUTCHINSON,CHEZ LEYRIS/14 RUE DU CARDINAL LEMOINE/PARIS 5ME,,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.4,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5604,SABE 23-10-64 MAHU,23,10,64,PARIS,,Paris,France,,A,C,S,,,1,1,E,"23-10-64, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.6,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5605,SABE 23-11-59 MAHU,23,11,59,PARIS,,Paris,France,,A,L,S,,,1,1,E,"23-11-59, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"Hôtel Montalambert, 3 rue Montalambert, Paris 7me",,,"Upper left: Prière de remettre à [ç/l] a destination dès som arrivée; env. Torn, letter missing",University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.4,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5606,SABE 23-11-62 MAHU,23,11,62,PARIS,,Paris,France,,A,L,S,,,1,1,E,"24-11-62, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.5,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5607,SABE 23-12-75 MAHU,23,12,75,PARIS,,Paris,France,,A,C,S,,,1,1,E,"23-12-75, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"2A Nugent Terrace, Abercom Place, London N.W.8, Angleterre",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 3.1,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5608,SABE 24-01-75 MAHU,24,1,75,BERLIN,,Berlin,Germany,,A,PC,S,,,1,1,E,"25-1-75, BERLIN",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., England",,,"""Dancer Tying Her Slipper"" (1878), Degas",University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 3.1,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5609,SABE 24-03-67 MAHU,24,3,67,PARIS,,Paris,France,,A,PC,S,,,1,1,E,"24-3-67, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,"""Peinture et Gouache - 1945, Bram Van Velde",University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.7,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5610,SABE 24-04-57 MAHU,24,4,57,PARIS,,Paris,France,,A,L,S,,,1,1,E,"24-4-57, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"Royal Court Hotel, Sloane Square",,,Letterhead,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.4,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5611,SABE 24-06-66 MAHU,24,6,66,"COURMAYEUR, ITALY",,Courmayeur,Italy,,A,L,S,,,1,1,E,"27-6-66, COURMAYEUR",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2.,Inghilterra",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.6,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5612,SABE 24-06-70 MAHU,24,6,70,PARIS,,Paris,France,,A,C,S,,,1,1,,"24-6-70, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.8,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5613,SABE 24-07-60 MAHU,24,7,60,PARIS,,Paris,France,,A,L,S,,,1,1,E,"25-7-60, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.4,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5614,SABE 24-08-72 MAHU,24,8,72,PARIS,,Paris,France,,A,C,S,,,1,2,E,"24-8-72, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.8,,,Beckett,English,HUTCHINSON,Samuel Beckett,,Y
5615,SABE 24-08-74 MAHU,24,8,74,PARIS,,Paris,France,,A,C,S,,,1,1,E,"24-8-74, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 3.1,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5617,SABE 24-09-59[for 24-8-59]MAHU,24,8,59,USSY SUR MARNE,,Ussy-sur-Marne,France,,A,C,S,,,1,1,E,"26-8-59, FERTÉ-SOUS-JOUARRE",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,Prev. 24-9-59,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.4,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5618,SABE 24-09-61 MAHU,24,9,61,PARIS,,Paris,France,,A,L,S,,,1,1,E,"24-9-61, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.5,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5619,SABE 24-11-76 MAHU,24,11,76,PARIS,,Paris,France,,A,C,S,,,1,2,E,24-11-76 PARIS,MARY HUTCHINSON,MARY HUTCHINSON,"24 [for 2A] Nugent Terrace, Abercom Place, London N.W.8, Angleterre",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 3.1,,,Beckett,English,HUTCHINSON,Samuel Beckett,,Y
5620,SABE 25-05-62 MAHU,25,5,62,PARIS,,Paris,France,,A,L,S,,,1,1,E,"26-6-62, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,Enc. [Weiler's essay],University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.5,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5621,SABE 25-06-69 MAHU,25,6,69,PARIS,,Paris,France,,A,C,S,,,1,1,E,"25-6-69, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"Chz Ghika, 59 Rue de Grenelle, 75 Paris, 7me",,,"forwarded AH 40 Frignal Lane, London NW3, Angleterre",University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.7,,,Beckett,English,HUTCHINSON,Samuel Beckett,,Y
5622,SABE 25-06-75 MAHU,25,6,75,TANGIER,,Tangier,Morocco,,A,PC,S,,,1,1,E,UNCANCELLED,MARY HUTCHINSON,MARY HUTCHINSON,21 HYDE PARK SQUARE/LONDON W2/ANGLETERRE,,,"""Folklore De Guenaoua, Marrakech""",University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 3.1,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5623,SABE 27-07-59 MAHU,27,7,59,USSY SUR MARNE,,Ussy-sur-Marne,France,,A,PC,S,,,1,1,,"27-7-59, LA FERTÉ-SOUS-JOUARRE",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,"""Jouarre (S.-et M.), Crypte Saint-Paul, Les Tombeaux Mérovingiens""",University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.4,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5624,SABE 25-08-56 MAHU,25,8,56,PARIS,,Paris,France,,A,C,S,,,1,1,E,"25-8-56, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"Hôtel Rivière, Le Pigonnet, Aix-en-Provence, B. du P;",,,,University of Texas at Austin,public,HUTCHINSON,,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5625,SABE 25-09-63 MAHU,25,9,63,PARIS,,Paris,France,,A,L,S,,,1,1,E,"26-9-63, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.6,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5627,SABE 25-10-65 MAHU,25,10,65,USSY SUR MARNE,,Ussy-sur-Marne,France,,A,C,S,,,1,1,E,"26-10-65, LA FERTÉ-SOUS-JOUARRE",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.6,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5628,SABE 25-12-65 MAHU,25,12,65,PARIS,,Paris,France,,A,C,S,,,1,1,E,"26-12-65, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.6,,,Beckett,English,HUTCHINSON,Samuel Beckett,"The Letters of Samuel Beckett, Volume 3: 683-685.",
5629,SABE 25-12-76 MAHU,25,12,76,PARIS,,Paris,France,,A,C,S,,,1,1,E,"26-12-76, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"2A Nugent Terrace, Abercom Place, London N.W.8, Angleterre",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 3.1,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5630,SABE 26-02-63 MAHU,26,2,63,PARIS,,Paris,France,,A,L,S,,,2,2,E,"27-2-63, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,,University of Texas at Austin,public,HUTCHINSON,"TxU, HUTCHINSON 2.6",,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5631,SABE 26-06-71 MAHU,26,6,71,"SANTA MARGHERITA LIGURE, GENOA, ITALY",,"Santa Margherita Ligure, Genoa",Italy,,A,PC,S,,,1,2,E,"30-6-71, S. MARGHERITA LIGURE",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Inghilterra",,,"""S. Margherita, Il Battello che va lungo la costa",University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.8,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5632,SABE 26-07-56 MAHU,26,7,56,"6 RUE DES FAVORITES, PARIS 15ME",6 Rue des Favorites,Paris,France,,T,L,S,,,1,1,E,"27-7-56, CHANGIS SEINE & MARBE",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2.",,,TYPED ENV.,University of Texas at Austin,public,HUTCHINSON,,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5633,SABE 26-07-72 MAHU,26,7,72,PARIS,,Paris,France,,A,L,S,,,1,1,E,"26-7-72, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.8,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5634,SABE 26-09-64 MAHU,26,9,64,PARIS,,Paris,France,,A,PC,S,,,1,1,E,"25-9-64, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,"""Neige, Rue du Cloître Notre-Dame""",University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.6,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5635,SABE 26-09-68 MAHU,26,9,68,,,,,,A,PC,S,,,1,1,,"26-9-68, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,"""Perpignan Le palais des Rois de Majorque""",University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.7,,,Beckett,English,HUTCHINSON,Samuel Beckett,,Y
5636,SABE 26-10-71 MAHU,26,10,71,"SELMUN, MALTA",,Selmun,Malta,,A,PC,S,,,1,1,E,"26-__-__, MALTA",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., England",,,"""The beheading of St. John, Caravaggio""",University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.8,,,Beckett,English,HUTCHINSON,Samuel Beckett,,Y
5637,SABE 26-12-74 MAHU,26,12,74,PARIS,,Paris,France,,A,PC,S,,,1,1,E,"26-12-74, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,"""L'Entrada a Jerusalem: Frontal d'altar d'Espinelves""",University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 3.1,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5638,SABE 27-03-58 MAHU,27,3,58,USSY SUR MARNE,,Ussy-sur-Marne,France,,A,L,S,,,1,1,E,"28-03-58, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.4,,,Beckett,English,HUTCHINSON,Samuel Beckett,,Y
5639,SABE 1-03-73 MAHU,1,3,73,PARIS,,Paris,France,,,Envelope,,,,1,1,E,"1-3-73, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"Hôtel l'Aiglon, 232 Bld. Raspail, 75014-Paris",,,changed from 27-3-73,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 3.1,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5641,SABE 27-04-58 MAHU,27,4,58,"6 RUE DES FAVORITES, PARIS 15ME",6 Rue des Favorites,Paris,France,,A,L,S,,,1,1,E,"26-4-58, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,Prev. 27-04-58,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.4,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5642,SABE 27-04-72 MAHU,27,4,72,USSY SUR MARNE,,Ussy-sur-Marne,France,,A,C,S,,,1,1,E,"27-4-72, LA FERTÉ-SOUS-JOUARRE",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.8,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5643,SABE 27-04-72 MAHU [b],27,4,72,,,,,,,Telegram,,,,1,1,,"27-4-72, LONDON",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.8,,,Beckett,English,HUTCHINSON,Samuel Beckett,,Y
5644,SABE 27-05-66 MAHU,27,5,66,,,,,,A,PC,S,,,1,1,E,"31-5-66, LA FERTÉ-SOUS-JOUARRE",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,"""La Ferté-sous-Jouarre""",University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.6,,,Beckett,English,HUTCHINSON,Samuel Beckett,,Y
5645,SABE 27-12-67 MAHU,27,12,67,USSY SUR MARNE,,Ussy-sur-Marne,France,,A,C,S,,,1,2,E,"28-12-67, LA FERTÉ-SOUS-JOUARRE",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.7,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5646,SABE 27-12-75 MAHU,27,12,75,PARIS,,Paris,France,,A,C,S,,,1,1,E,"27-12-75, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"2A Nugent Terrace, Abercom Place, London N.W.8, Angleterre",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 3.1,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5648,SABE 28-01-70 MAHU,28,1,70,PARIS,,Paris,France,,A,PC,S,,,1,1,,"29-1-70, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,"""Paris - Le quai d'Anjou, vers l'Hôtel de Lauzun",University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.8,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5649,SABE 28-02-72 MAHU,28,2,72,EL JAIDIDA,Hotel Marhaba,El Jadida,Morocco,,A,PC,S,,,1,1,E,"29-2-72, EL JADIDA",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,"""El Jadida, Typical Street"" AVION",University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.8,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5650,SABE 26-02-75 MAHU,26,2,75,BERLIN,,Berlin,Germany,,A,PC,S,,,1,1,,"__6-__, BERLIN",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., England",,,"formerly 28-2-76; ""Wheatfield with Lark"" Van Gogh",University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 3.1,,,Beckett,English,HUTCHINSON,Samuel Beckett,,Y
5651,SABE 28-03-61 MAHU,28,3,61,PARIS,,Paris,France,,A,L,S,,,1,1,E,"28-3-61, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.5,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5652,SABE 28-06-60 MAHU,28,6,60,PARIS,,Paris,France,,A,L,S,,,1,1,E,"29-6-60, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.4,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5653,SABE 28-08-76 MAHU,28,8,76,PARIS,,Paris,France,,A,C,S,,,1,1,E,"28-8-76, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"2A Nugent Terrace, Abercom Place, London N.W.8, Angleterre",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 3.1,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5654,SABE 28-09-57 MAHU,28,9,57,PARIS,,Paris,France,,A,L,S,,,1,1,E,"--9-57, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.4,,,Beckett,English,HUTCHINSON,Samuel Beckett,,Y
5655,SABE 28-11-59 MAHU,28,11,59,USSY SUR MARNE,,Ussy-sur-Marne,France,,,Telegram,,,,,,,"28-11-59, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"Hôtel Montalambert, 3 rue Montalambert, Paris 7me",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.4,,,Beckett,French,HUTCHINSON,Samuel Beckett,,
5656,SABE 28-12-58 MAHU,28,12,58,USSY SUR MARNE,,Ussy-sur-Marne,France,,A,C,S,,,1,1,E,"29-12-58, LA FERTÉ-SOUS-JOUARRE",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.4,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
5657,SABE 28-12-62 MAHU,28,12,62,PARIS,,Paris,France,,A,L,S,,,1,2,E,"28-12-62, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,Rev. 7/03,University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 2.5,,,Beckett,English,HUTCHINSON,Samuel Beckett,,Y
5658,SABE 29-03-68 MAHU,29,3,68,PARIS,,Paris,France,,A,C,S,,,1,1,E,"29-3-68, PARIS",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,,University of Texas at Austin,public,BECKETT/MANNING,"TxU, Beckett, Manning, 8.10",,,Beckett,English,HUTCHINSON,Samuel Beckett,,Y
5659,SABE 29-06-74 MAHU,29,6,74,USSY SUR MARNE,,Ussy-sur-Marne,France,,A,PC,S,,,1,1,,"1-7-74, LA FERTÉ-SOUS-JOUARRE",MARY HUTCHINSON,MARY HUTCHINSON,"21 Hyde Park Square, London W.2., Angleterre",,,"""La Ferté-sous-Jouarre: La Marne et le Pont de la Ville""",University of Texas at Austin,public,HUTCHINSON,TxU- UNIVERSITY OF TEXAS- HUTCHINSON 3.1,,,Beckett,English,HUTCHINSON,Samuel Beckett,,
